order_date,invoice_no,customer_id,customer,product_id,product,category,segment,quantity,unit_cost,unit_price,revenue,cost,margin,ship_date
2026-08-11,241,35,Dazzling Wholesalers of Riverdale,13,Pristine Party Napkins,paper & tissue,segA,30,45,61.2,1836,1350,486,2026-08-12
2026-08-11,241,35,  Dazzling Wholesalers of Riverdale ,15,Sparkling 2-Ply Toilet Paper,paper & tissue,segA,23,43,62.35,1434.05,989,445.05,
2026-08-11,241,35,  Dazzling Wholesalers of Riverdale ,24,Sparkling Pocket Tissues,paper & tissue,  segA ,18,18,25.2,453.6,324,129.6,
2026-08-11,241,35,Dazzling Wholesalers of Riverdale,34,Radiant Staplers,office products,segD,1,24,43.2,43.2,24,19.2,2026-08-12
2026-08-11,,35,Dazzling Wholesalers of Riverdale,46,Spotless Desk Organizers,office products,segD,3,33,59.4,178.2,99,79.2,2026-08-12
2026-08-11,241,35,Dazzling Wholesalers of Riverdale,86,Dazzling Instant Soups,breakroom supplies,segD,1,16,33.6,33.6,16,17.6,
08-11-2026,241,35,Dazzling Wholesalers of Riverdale,98,Radiant Glossy Photo Paper,copy paper,segC,2,23,33.81,67.62,46,21.62,2026-08-12
2026-08-11,241,35,Dazzling Wholesalers of Riverdale,115,Polished Glossy Photo Paper,copy paper,segC,,59,93.22,279.66,177,102.66,2026-08-12
2026-08-11,241,,Dazzling Wholesalers of Riverdale,118,Sparkling Cardstock,copy paper,segC,4,37,60.31,241.24,148,93.24,2026-08-12
2026-08-11,242,49,Polished Facilities of Canyondale,6,,paper & tissue,segB,1,19,29.45,29.45,19,10.45,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,26,Radiant Sticky Notes,,segA,1,34,53.72,53.72,34,19.72,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,27,Sparkling Sticky Notes,office products,segA,,43,56.76,56.76,43,13.76,2026-08-19
08-11-2026,242,49,Polished Facilities of Canyondale,28,Immaculate Binder Clips,office products,segA,,29,41.18,82.36,58,24.36,2026-08-19
,242,49,,34,Radiant Staplers,office products,segA,3,24,32.16,96.48,72,24.48,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,37,Bright Recycled Paper,office products,segA,2,24,31.2,62.4,48,,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,43,Fresh File Folders,office products,segA,1,50,72,72,50,22,08-19-2026
2026-08-11,242,49,Polished Facilities of Canyondale,79,Immaculate Microwave Popcorn,breakroom supplies,segA,1,25,44.75,44.75,25,19.75,2026-08-19
2026-08-11,,49,Polished Facilities of Canyondale,83,Spotless Energy Drinks,breakroom supplies,segA,1,26,47.58,47.58,26,21.58,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,84,Sparkling Creamers,breakroom supplies,segA,34,18,27,918,612,306,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,,Glossy Tea Selection,breakroom supplies,segA,1,11,22,22,11,11,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,88,Gleaming Coffee Beans,,segA,1,18,35.1,35.1,18,17.1,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,92,Glossy Intsant Soups,breakroom supplies,segA,1,24,48.96,,24,24.96,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,93,Gleaming Microwave Popcorn,breakroom supplies,segA,1,20,,41.6,20,21.6,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,94,Pristine Instant Soups,breakroom supplies,segA,1,7,12.04,12.04,7,5.04,2026-08-19
2026-08-11,242,49,Polished Facilities of Canyondale,101,Radiant Colored Paper,copy paper,segB,1,60,90.6,90.6,60,30.6,2026-08-19
2026-08-11,243,56,Glossy Janitors of Granitehaven,1,Sleek Party Napkins,paper & tissue,segA,7,29,39.44,276.08,203,73.08,2026-08-12
2026-08-11,243,56,Glossy Janitors of Granitehaven,5,Polished Kitchen Towels,paper & tissue,  segA ,7,35,50.4,352.8,245,107.8,2026-08-12
2026-08-11,243,56,Glossy Janitors of Granitehaven,15,Sparkling 2-Ply Toilet Paper,paper & tissue,segA,19,43,61.92,1176.48,817,359.48,2026-08-12
2026-08-11,243,56,Glossy Janitors of Granitehaven,22,Sparkling Pocket Tissues,paper & tissue,,8,41,61.09,488.72,328,160.72,08/12/2026
2026-08-11,243,56,Glossy Janitors of Granitehaven,23,Dazzling Roll Paper Towels,paper & tissue,segA,199,40,44.4,8835.6,7960,875.6,2026-08-12
2026-08-11,243,56,Glossy Janitors of Granitehaven,26,Radiant Sticky Notes,office products,segD,1,34,61.54,61.54,34,27.54,2026-08-12
2026-08-11,244,72,Immaculate Stewards of Valleyport,49,Sparkling Disinfectant Wipes,cleaning supplies,segA,1,21,39.06,39.06,21,18.06,2026-08-19
2026-08-11,,72,Immaculate Stewards of Valleyport,54,Dazzling Floor Cleaner,cleaning supplies,segA,1,45,80.1,80.1,45,35.1,2026-08-19
2026-08-11,244,72,Immaculate Stewards of Valleyport,55,Spotless Floor Cleaner,cleaning supplies,segA,24,29,42.63,1023.12,696,327.12,2026-08-19
2026-08-11,,72,Immaculate Stewards of Valleyport,64,Bright Glass Cleaner,cleaning supplies,segA,1,32,51.2,51.2,32,19.2,2026-08-19
2026-08-11,244,72,Immaculate Stewards of Valleyport,66,Radiant Glass Cleaner,cleaning supplies,segA,2,21,35.49,70.98,,28.98,2026-08-19
2026-08-11,244,72,Immaculate Stewards of Valleyport,70,Sleek Air Freshener,cleaning supplies,segA,12,33,49.5,594,396,198,2026-08-19
2026-08-11,244,72,Immaculate Stewards of Valleyport,88,Gleaming Coffee Beans,breakroom supplies,segD,1,18,43.2,43.2,18,25.2,19/08/2026
2026-08-11,244,72,Immaculate Stewards of Valleyport,112,Sparkling Letter Size Paper,ocpy paper,segA,5,46,63.94,319.7,230,89.7,2026-08-19
2026-08-11,244,72,Immaculate Stewards of Valleyport,114,Glossy Recycled Paper,copy paper,segA,4,32,50.88,203.52,128,75.52,
2026-08-11,244,72,Immaculate Stewards of Valleyport,118,Sparkling Cardstock,copy paper,segA,6,37,54.39,326.34,222,104.34,2026-08-19
2026-08-11,245,76,Sparkling Servicers of Granitefield,29,Dazzling Paper Clips,office products,segB,2,37,57.35,114.7,,40.7,2026-08-12
2026-08-11,245,76,Sparkling Servicers of Granitefield,39,Immaculate Sticky Notes,office products,segB,6,34,57.8,346.8,204,142.8,2026-08-12
2026-08-11,245,76,Sparkling Servicers of Granitefield,,Glossy All-Purpose Cleaner,cleaning supplies,segA,10,51,96.39,963.9,510,453.9,
2026-08-11,245,76,Sparkling Servicers of Granitefield,64,Bright Glass Cleaner,cleaning supplies,,1,32,58.88,58.88,,26.88,2026-08-12
2026-08-11,245,76,Sparkling Servicers of Granitefield,66,Radiant Glass Cleaner,cleaning supplies,segA,6,21,34.23,205.38,126,79.38,2026-08-12
2026-08-11,245,76,Sparkling Serviecrs of Granitefield,70,Sleek Air Freshener,cleaning supplies,segA,13,33,56.43,733.59,429,304.59,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,50,Bright Glass Cleaner,cleaning suppiles,segA,1,23,41.63,,23,18.63,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,,  Spotless All-Purpose Cleaner ,cleaning supplies,segA,1,47,75.67,75.67,47,28.67,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,60,Polished Degreaser,cleaning supplies,segA,3,26,49.14,147.42,78,69.42,2026-08-12
,246,81,Immaculate Wholesalers of Baywood,63,Polished Glass Cleaner,cleaning supplies,segA,2,42,69.72,,84,55.44,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,67,Sleek Citrus Cleaner,cleaning supplies,segA,1,39,72.54,72.54,39,33.54,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,68,Dazzling Disinfectant Wipes,cleaning supplies,segA,1,54,101.52,,54,47.52,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,69,Gleaming Degreaser,cleaning supplies,segA,2,27,49.95,99.9,,45.9,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,74,Pristine Energy Drinks,breakroom supplies,segB,1,15,28.95,28.95,15,13.95,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,81,Polished Stirrers,breakroom supplies,segB,1,22,,39.82,22,17.82,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,89,Sparkling Disposable Cups,breakroom supplies,segB,1,21,40.95,40.95,21,19.95,08/12/2026
2026-08-11,246,81,Immaculate Wholesalers of Baywood,95,Bright Disposable Cups,breakroom supplies,segB,1,13,27.04,27.04,13,14.04,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,99,Glossy Letter Size Paper,copy paper,segA,1,57,78.09,78.09,57,21.09,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,102,Sleek Resume Paper,copy paper,segA,3,26,34.84,,78,26.52,2026-08-12
08-11-2026,246,81,Immaculate Wholesalers of Baywood,105,Pristine Graph Paper,copy paper,segA,2,52,80.6,161.2,104,57.2,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,107,Radiant Glossy Photo Paper,copy paper,segA,1,58,83.52,83.52,58,25.52,2026-08-12
2026-08-11,246,81,Immaculate Wholesalers of Baywood,110,Pristine Cardstock,,segA,6,42,54.6,327.6,252,75.6,2026-08-12
2026-08-11,246,81,Immaculate Whloesalers of Baywood,112,Sparkling Letter Size Paper,copy paper,segA,33,46,59.8,1973.4,1518,455.4,2026-08-12
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,5,Polished Kitchen Towels,paper & tissue,segA,86,35,47.6,4093.6,3010,,2026-08-12
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,7,Gleaming Bathroom Tissue,paper & tissue,segA,68,16,23.52,1599.36,1088,511.36,08/12/2026
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,8,Bright Party Napkins,paper & tissue,segA,85,50,72,6120,4250,1870,08-12-2026
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,23,Dazzling Roll Paper Towels,paper & tissue,segA,374,40,44.4,16605.6,14960,1645.6,2026-08-12
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,42,Polished Markers,office products,segC,26,28,44.8,1164.8,728,436.8,2026-08-12
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,48,Fresh Desk Organizers,office products,segC,4,29,48.72,194.88,116,78.88,2026-08-12
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,53,Glossy Glass Cleaner,cleaning supplies,segC,13,36,63.36,823.68,468,355.68,08-12-2026
2026-08-11,247,83,Pristine Cleaners of Cedarhaven,67,Sleek Citrus Cleaner,cleaning supplies,segC,2,39,69.03,138.06,78,60.06,2026-08-12
2026-08-11,248,86,Bright Janitors of Graniteburg,5,Polished Kitchen Towels,paper & tissue,segB,1,35,54.95,54.95,35,19.95,2026-08-12
2026-08-11,248,86,Bright Janitors of Graniteburg,21,Glossy Facial Tissues,paper & tissue,,1,47,72.85,,47,25.85,2026-08-12
2026-08-11,248,86,Bright Janitors of Graniteburg,78,Glossy Creamers,breakroom supplies,segB,,27,54.81,54.81,27,27.81,2026-08-12
2026-08-11,248,86,Bright Janitors of Graniteburg,89,Sparkling Disposable Cups,breakroom supplies,segB,1,21,45.78,45.78,21,24.78,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,6,,paper & tissue,segC,,19,29.26,29.26,19,10.26,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,26,Radiant Sticky Notes,office products,segA,20,34,50.32,1006.4,680,326.4,2026-08-12
,249,87,Sleek Cleaners of Harborcrest,27,Sparkling Sticky Notes,office products,segA,12,43,66.65,799.8,516,283.8,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,28,Immaculate Binder Clips,office products,segA,15,29,44.95,674.25,,239.25,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,29,Dazzling Paper Clips,office products,segA,21,37,49.95,1048.95,777,271.95,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,31,Polished Highlighters,office products,segA,13,17,26.18,340.34,221,119.34,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,46,Spotless Desk Organizers,office products,segA,13,33,46.53,604.89,429,175.89,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,47,Immaculate Staplers,office products,segA,8,24,34.08,272.64,192,80.64,2026-08-12
08-11-2026,249,87,Sleek Cleaners of Harborcrest,62,Glossy Air Freshener,cleaning supplies,segA,10,20,32.6,326,200,126,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,99,Glossy Letter Size Paper,copy paper,segC,1,57,82.08,82.08,57,25.08,2026-08-12
,249,87,Sleek Cleaners of Harborcrest,,Radiant Glossy Photo Paper,copy paper,segC,7,58,98.6,690.2,406,284.2,2026-08-12
2026-08-11,249,87,Sleek Cleaners of Harborcrest,113,Polished Recycled Paper,copy paper,segC,7,36,51.48,360.36,252,108.36,2026-08-12
2026-08-11,250,89,Fresh Custodians of Graniteton,24,Sparkling Pocket Tissues,paper & tissue,segD,4,18,28.62,114.48,72,42.48,
2026-08-11,250,89,Fresh Custodians of Graniteton,30,Immaculate Markers,officep roducts,segA,62,28,43.12,,1736,937.44,2026-08-12
2026-08-11,250,,Fresh Custodians of Graniteton,31,Polished Highlighters,office products,segA,46,17,24.82,1141.72,782,359.72,2026-08-12
2026-08-11,250,89,Fresh Custodians of Graniteton,39,Immaculate Sticky Notes,office products,segA,577,34,43.86,25307.22,19618,5689.22,2026-08-12
2026-08-11,250,89,Fresh Custodians of Graniteton,40,Immaculate Markers,office products,segA,28,34,46.24,1294.72,952,342.72,2026-08-12
2026-08-11,250,89,  Fresh Custodians of Graniteton ,43,Fresh File Folders,office products,segA,96,50,78,7488,4800,2688,2026-08-12
2026-08-11,250,89,Fresh Custodians of Graniteton,71,Spotless Glass Cleaner,cleaning supplies,segD,6,31,60.76,364.56,186,178.56,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,14,Spotless Pocket Tissues,paper & tissue,segC,,20,,30.8,20,10.8,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,22,Sparkling Pocket Tissues,paper & tissue,segC,1,41,62.32,62.32,41,21.32,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,30,Immaculate Markers,office products,segD,1,28,46.76,46.76,28,18.76,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,89,,breakroom supplies,segC,1,21,45.15,45.15,21,24.15,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,90,Dazzling Instant Soups,breakroom supplies,segC,1,24,52.56,52.56,24,28.56,2026-08-12
2026-08-11,251,90,Bright Suppliers of Rivercrest,94,Pristine Instant Soups,breakroom supplies,segC,1,7,12.88,12.88,7,5.88,2026-08-12
2026-08-11,252,92,Sleek Maintainers of Graniteville,81,Polished Stirrers,breakroom supplies,segA,1,22,44.88,44.88,22,22.88,2026-08-12
2026-08-11,252,92,Sleek Maintainers of Graniteville,85,Sparkling Microwave Popcorn,breakroom supplies,segA,,12,22.32,44.64,24,20.64,2026-08-12
08-11-2026,252,92,Sleek Maintainers ofG raniteville,87,Glossy Tea Selection,breakroom supplies,segA,1,11,21.34,21.34,11,10.34,2026-08-12
08-11-2026,252,92,Sleek Maintainers of Graniteville,88,Gleaming Coffee Beans,breakroom supplies,segA,56,18,27,1512,1008,504,2026-08-12
2026-08-11,252,92,Sleek Maintainers of Graniteville,96,Dazzling Disposable Cups,breakroom supplies,segA,1,19,34.2,34.2,19,15.2,2026-08-12
2026-08-11,252,92,Sleek Maintainers of Graniteville,99,Glossy Letter Size Paper,copy paper,segB,39,57,79.8,3112.2,,889.2,12/08/2026
2026-08-11,253,100,Sparkling Stewards of Maplewood,40,Immaculate Markers,office products,segB,1,34,54.74,54.74,34,20.74,08-12-2026
2026-08-11,254,102,Radiant Cleaners of Mapleburg,25,Dazzling Binder Clips,office products,segA,79,45,53.55,4230.45,3555,675.45,2026-08-12
2026-08-11,254,102,Radiant Cleaners of Mapleburg,36,Glossy Staplers,office products,segA,8,50,67,536,400,136,2026-08-12
,254,102,Radiant Cleaners of Mapleburg,38,Radiant Pens,office products,segA,6,17,22.61,135.66,102,33.66,2026-08-12
2026-08-11,254,102,Radiant Cleaners of Mapleburg,,Immaculate Markers,office products,segA,12,34,51.34,616.08,408,208.08,08/12/2026
2026-08-11,254,102,Radiant Cleaners of Mapleburg,,Gleaming Recycled Paper,office products,segA,12,34,51.68,620.16,408,212.16,2026-08-12
2026-08-11,254,102,Radiant Cleaners of Mapleburg,76,Immaculate Granola Bars,breakroom supplies,segC,1,10,19.4,19.4,10,9.4,2026-08-12
2026-08-11,255,118,Fresh Maintainers of Granitewood,15,Sparkling 2-Ply Toilet Paper,paper & tissue,segB,1,43,61.92,61.92,43,18.92,2026-08-12
2026-08-11,255,118,Fresh Maintainers of Granitewood,78,Glossy Creamers,breakroom supplies,segC,1,27,58.32,58.32,27,31.32,2026-08-12
2026-08-11,256,126,Immaculate Janitors of Forestport,4,Bright Bathroom Tissue,paper & tissue,segC,1,26,38.74,38.74,26,12.74,2026-08-12
2026-08-11,256,126,Immaculate Janitors of Forestport,13,Pristine Party Napkins,paper & tissue,segC,1,45,68.4,,45,23.4,2026-08-12
2026-08-11,256,126,Immaculate Janitors of Forestport,29,Dazzling Paper Clips,office products,segA,1,37,59.2,59.2,37,22.2,2026-08-12
2026-08-11,256,126,Immaculate Janitors of Forestport,53,Glossy Glass Cleaner,cleaning supplies,segA,10,36,52.92,529.2,360,169.2,2026-08-12
08-11-2026,256,126,Immaculate Janitors of Forestport,68,Dazzling Disinfectant Wipes,cleaning supplies,segA,1,54,87.48,87.48,54,33.48,2026-08-12
2026-08-11,256,126,Immaculate Janitors of Forestport,69,Gleaming Degreaser,cleaning supplies,segA,1,27,49.68,49.68,27,22.68,2026-08-12
2026-08-11,256,126,,112,Sparkling Letter Size Paper,copy paper,segC,1,46,78.2,78.2,46,,2026-08-12
2026-08-11,257,152,Dazzling Janitors of Maplecrest,50,Bright Glass Cleaner,cleaning supplies,segA,7,23,42.32,296.24,161,135.24,08-12-2026
08-11-2026,257,152,,59,Spotless All-Purpose Cleaner,cleaning supplies,,14,47,86.48,1210.72,658,552.72,2026-08-12
2026-08-11,257,152,Dazzling Janitors of Maplecrest,62,Glossy Air Freshener,cleaning supplies,segA,15,20,37,555,300,255,2026-08-12
2026-08-11,257,,Dazzling Janitors of Maplecrest,69,Gleaming Degreaser,cleaning supplies,segA,10,27,49.41,494.1,270,224.1,2026-08-12
2026-08-11,257,152,Dazzling Janitors of Maplecrest,70,Sleek Air Freshener,,segA,4,33,61.05,244.2,132,112.2,08-12-2026
,258,172,Spotless Suppliers of Canyoncrest,31,,office products,segB,6,17,23.8,142.8,102,40.8,2026-08-12
08/11/2026,258,172,,32,Bright Desk Organizers,office products,segB,1,44,63.36,63.36,44,19.36,12/08/2026
2026-08-11,258,172,  Spotless Suppliers of Canyoncrest ,40,Immaculate Markers,office produtcs,segB,1,34,56.44,56.44,34,22.44,2026-08-12
2026-08-11,258,172,Spotless Suppliers of Canyoncrest,80,Spotless Instant Soups,breakroom supplies,segA,3,17,36.04,108.12,51,57.12,2026-08-12
,258,172,Spotless Suppliers of Canyoncrest,93,Gleaming Microwave Popcorn,breakroom supplies,segA,4,20,40.2,160.8,80,80.8,12/08/2026
2026-08-11,258,172,Spotless Suppliers of Canyoncrest,101,Radiant Colored Paper,copy paper,segA,21,60,90.6,1902.6,1260,642.6,2026-08-12
2026-08-11,258,172,Spotless Suppliers of Canyoncrest,102,Sleek Resume Paper,copy paper,segA,8,26,38.22,305.76,208,97.76,2026-08-12
,258,172,Spotless Suppliers of Canyoncrest,114,Glossy Recycled Paper,copy paper,segA,11,32,44.16,485.76,352,133.76,2026-08-12
08-11-2026,258,172,Spotless Suppliers of Canyoncrest,115,Polished Glossy Photo Paper,copy paper,segA,22,59,89.09,1959.98,1298,661.98,2026-08-12
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,1,Sleek Party Napkins,paper & tissue,segA,4,29,39.73,158.92,116,42.92,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,2,Glossy Party Napkins,paper & tissue,segA,4,29,43.21,172.84,116,56.84,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,5,Polished Kitchen Towels,paper & tissue,segA,10,35,40.95,409.5,350,59.5,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,9,Fresh Kitchen Towels,paper & tissue,segA,2,33,48.84,97.68,66,31.68,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,11,Fresh Lunch Napkins,,esgA,1,21,30.45,30.45,21,9.45,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,12,Immaculate Roll Paper Towels,paper & tissue,segA,1,44,62.04,62.04,44,18.04,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,22,Sparkling Pocket Tissues,paper & tissue,segA,1,41,56.17,56.17,41,15.17,2026-08-26
2026-08-11,259,176,Pristine Cleaners of Valleyhaven,23,Dazzling Roll Paper Towels,,segA,2,40,54.4,108.8,80,28.8,2026-08-26
08-11-2026,259,176,Pristine Cleaners of Valleyhaven,51,Bright Glass Cleaner,cleaning supplies,segB,1,26,46.28,46.28,26,20.28,2026-08-26
2026-08-11,260,179,Pristine Maintainers of Gardenton,4,Bright Bathroom Tissue,paper & tisuse,segC,,26,38.48,38.48,26,12.48,
2026-08-11,260,179,Pristine Maintainers of Gardenton,74,Pristine Energy Drinks,breakroom supplies,segA,1,15,,30.75,15,15.75,2026-08-19
2026-08-11,260,179,Pristine Maintainers of Gardenton,78,Glossy Creamers,breakroom supplies,segA,28,27,40.5,1134,756,378,08-19-2026
2026-08-11,260,179,Pristine Maintainers of Gardenton,82,,breakroom supplies,segA,1,26,50.7,50.7,26,24.7,2026-08-19
2026-08-11,260,179,,84,Sparkling Creamers,breakroom supplies,segA,2,18,32.22,64.44,36,28.44,2026-08-19
2026-08-11,260,179,Pristine Maintainers of Gardenton,86,Dazzling Instant Soups,breakroom supplies,segA,1,16,32.16,32.16,16,16.16,2026-08-19
2026-08-11,260,179,Pristine Maintainers of Gardenton,94,Pristine Instant Soups,breakroom supplies,segA,1,7,12.53,12.53,7,5.53,2026-08-19
2026-08-11,260,179,,96,Dazzling Disposable Cups,breakroom supplies,segA,1,19,32.3,32.3,19,13.3,2026-08-19
2026-08-11,261,185,Dazzling Wholesalers of Harborville,50,Bright Glass Cleaner,cleaning supplies,segB,1,23,43.7,43.7,,20.7,2026-08-12
2026-08-11,261,185,Dazzling Wholesalers of Harborville,82,Pristine Granola Bars,breakroom supplies,segC,1,26,49.14,49.14,26,23.14,08-12-2026
2026-08-11,261,185,Dazzling Wholesalers of Harborville,85,,breakroom supplies,segC,1,12,21.84,21.84,12,9.84,12/08/2026
08-11-2026,262,203,Bright Keepers of Riverburg,25,Dazzling Binder Clips,office products,segA,1,45,60.3,60.3,45,15.3,2026-08-19
2026-08-11,262,203,  Bright Keepers of Riverburg ,27,Sparkling Sticky Notes,office products,  segA ,3,43,63.21,189.63,129,60.63,2026-08-19
08-11-2026,262,203,Bright Keepers of Riverburg,28,Immaculate Binder Clips,office products,segA,1,29,38.57,38.57,29,9.57,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,30,Immaculate Markers,office products,segA,4,28,44.24,176.96,112,64.96,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,33,Dazzling File Folders,office products,segA,1,26,38.22,38.22,26,12.22,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,35,Dazzling Staplers,office products,,4,27,37.53,150.12,108,42.12,2026-08-19
2026-08-11,,203,Bright Keepers of Riverburg,37,Bright Recycled Paper,office products,segA,4,24,36.96,147.84,96,51.84,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,43,Fresh File Folders,office products,segA,3,50,66.5,199.5,150,49.5,2026-08-19
2026-08-11,262,203,  Bright Keepers of Riverburg ,66,Radiant Glass Cleaner,cleaning supplies,segC,1,,36.33,36.33,21,15.33,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,83,Spotless Energy Drinks,,segB,1,26,47.84,47.84,26,,2026-08-19
2026-08-11,262,203,,,Glossy Letter Size Paper,copy paper,segA,,57,76.95,230.85,171,59.85,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,102,Sleek Resume Paper,copy paper,segA,3,26,39,117,,39,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,108,Dazzling Cardstock,copy paper,segA,6,21,24.57,147.42,126,21.42,2026-08-19
2026-08-11,262,203,Bright Keepers of Riverburg,115,Polished Glossy Photo Paper,copy paper,segA,3,59,90.27,270.81,177,93.81,08-19-2026
2026-08-11,263,209,  Bright Maintainers of Lakeville ,3,Sparkling Party Napkins,paper & tissue,segA,7,21,30.24,211.68,147,64.68,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,16,Dazzling Bathroom Tissue,paper & tissue,segA,8,42,58.38,467.04,336,131.04,2026-08-12
11/08/2026,263,209,Bright Maintainers of Lakeville,21,Glossy Facial Tissues,paper & tissue,segA,12,47,66.74,800.88,564,236.88,12/08/2026
2026-08-11,263,209,Bright Maintainers of Lakeville,23,Dazzling Roll Paper Towels,paper & tissue,segA,4,40,,212.8,160,52.8,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,29,Dazzling Paper Clips,office products,segA,10,37,52.17,521.7,370,151.7,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,30,Immaculate Markers,office products,  segA ,11,28,44.24,486.64,308,,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,37,Bright Recycled Paper,office products,segA,220,24,30.72,6758.4,5280,1478.4,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,40,Immaculate Markers,office products,segA,14,34,53.38,747.32,476,271.32,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,77,Sleek Disposable Cups,breakroom supplies,segA,7,25,45.5,318.5,175,143.5,2026-08-12
2026-08-11,263,209,  Bright Maintainers of Lakeville ,,Spotless Instant Soups,breakroom supplies,segA,1,17,30.6,30.6,17,13.6,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,84,Sparkling Creamers,breakroom supplies,segA,6,18,35.64,213.84,108,105.84,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,85,Sparkling Microwave Popcorn,breakroom supplies,esgA,6,12,21.96,131.76,72,59.76,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,86,Dazzling Instant Soups,breakroom supplies,segA,,16,31.04,,112,105.28,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,87,Glossy Tea Seelction,breakroom supplies,segA,1,11,20.13,20.13,11,9.13,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,88,Gleaming Coffee Beans,breakroom supplies,  segA ,4,18,37.44,149.76,,77.76,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,99,Glossy Letter Size Paper,copy paper,segA,14,57,78.09,1093.26,798,295.26,2026-08-12
2026-08-11,263,209,Bright Maintainers of Lakeville,109,Immaculate Resume Paper,copy paper,segA,27,31,49.29,1330.83,837,493.83,2026-08-12
08/11/2026,263,209,Bright Maintainers of Lakeville,115,Polished Glossy Photo Paper,copy paper,segA,28,59,84.96,,1652,726.88,2026-08-12
2026-08-11,264,216,  Radiant Maintainers of Harborhaven ,3,Sparkling Party Napkins,paper & tissue,segA,2,21,31.29,62.58,42,20.58,2026-08-12
